Latitude,Longitude,Neutral,Code,Name,Type,SubNode,Warehouse,Area,Status,Level,Guid,Node
4,11,1,CEN-DN-184,node183,bin,a,41,Room 0,active,2,1e056653-0ecf-4e80-bb21-42e5b835ec8c,root
4,12,1,CEN-DN-185,node184,bin,a,41,Room 0,active,2,6be9a040-4b01-48be-8a2b-184b3a94469c,root
4,13,1,CEN-DN-186,node185,bin,a,41,Room 0,active,2,96917fa2-bdc5-485e-9564-7a6fb75c9a7a,root
4,14,1,CEN-DN-187,node186,bin,a,41,Room 0,active,2,749a6f54-0734-4d41-9e11-550d5fe28b05,root
4,15,1,CEN-DN-188,node187,bin,a,41,Room 0,active,2,a93beaa9-97c8-4a5c-a5be-eb1e58ab35d4,root
4,16,1,CEN-DN-189,node188,bin,a,41,Room 0,active,2,2bec30b4-8ccd-4417-a837-4db404b4a551,root
4,17,1,CEN-DN-190,node189,bin,a,41,Room 0,active,2,2ba2f99d-0572-4e45-bcb2-4f53fe7f65e7,root
4,18,1,CEN-DN-191,node190,bin,a,41,Room 0,active,2,f79bd933-de5c-4987-ab24-b2a0de2ddb9a,root
4,19,1,CEN-DN-192,node191,bin,a,41,Room 0,active,2,fb9120b2-e038-42c8-9d74-33d0b2e8cb7a,root
4,20,1,CEN-DN-193,node192,bin,a,41,Room 0,active,2,c68c84d8-3bd5-4c67-927c-800a0ee45fe8,root
4,21,1,CEN-DN-194,node193,bin,a,41,Room 0,active,2,867b3d28-9357-431a-904d-59c6fe06d723,root
4,22,1,CEN-DN-195,node194,bin,a,41,Room 0,active,2,ecb25bc5-8332-4fac-96a4-c0118c7cae16,root
4,23,1,CEN-DN-196,node195,bin,a,41,Room 0,active,2,c2fb9e41-9077-4294-a896-cfb2047b0fbc,root
4,24,1,CEN-DN-197,node196,bin,a,41,Room 0,active,2,07c56245-8ab4-472a-98cf-214160c2ade4,root
4,25,1,CEN-DN-198,node197,bin,a,41,Room 0,active,2,12bb1e36-4fcd-4484-a28d-f23984b3e73a,root
4,26,1,CEN-DN-199,node198,bin,a,41,Room 0,active,2,f7e985a9-4870-4985-86e3-6f201d76d662,root
4,27,1,CEN-DN-200,node199,bin,a,41,Room 0,active,2,a44ab3fa-1a5a-449f-8b99-eca534983185,root
4,28,1,CEN-DN-201,node200,bin,a,41,Room 0,active,2,13b305f2-189c-42ab-b85e-8f823cdd6f77,root
4,29,1,CEN-DN-202,node201,bin,a,41,Room 0,active,2,1a4e9aaa-b743-482a-8ba9-023fa33cfd3f,root
4,30,1,CEN-DN-203,node202,bin,a,41,Room 0,active,2,7fbb20d1-a0ed-4697-8e0c-30b060278bc8,root
4,31,1,CEN-DN-204,node203,bin,a,41,Room 0,active,2,ddfc6c23-b72e-40e4-9b54-60c9c24c466a,root
4,32,1,CEN-DN-205,node204,bin,a,41,Room 0,active,2,116b3227-fecf-4881-9a35-0c083faa2646,root
4,33,1,CEN-DN-206,node205,bin,a,41,Room 0,active,2,f87301af-6ccc-4cc3-9aee-bb94a9f354d9,root
4,34,1,CEN-DN-207,node206,bin,a,41,Room 0,active,2,65f0f95c-8303-4023-9423-e9341ee586d7,root
4,35,1,CEN-DN-208,node207,bin,a,41,Room 0,active,2,db7fca6f-21dd-4959-a577-3ddaaa1b84bf,root
4,36,1,CEN-DN-209,node208,bin,a,41,Room 0,active,2,fdc7859e-e7bb-4478-b78c-a60db24a149b,root
4,37,1,CEN-DN-210,node209,bin,a,41,Room 0,active,2,c6d29bcc-3c99-4682-9790-c3cafa78d99f,root
4,38,1,CEN-DN-211,node210,bin,a,41,Room 0,active,2,93b8b797-c4f1-49c5-b602-2cec9455c4b3,root
4,39,1,CEN-DN-212,node211,bin,a,41,Room 0,active,2,2f3cfc33-f38f-4c6f-b512-f3cd478a5379,root
4,40,1,CEN-DN-213,node212,bin,a,41,Room 0,active,2,7e6f3220-13b5-4ba5-b5aa-10f97932cd73,root
4,41,1,CEN-DN-214,node213,bin,a,41,Room 0,active,2,5e3b11da-0a4f-4f69-8217-75452ef3dac1,root
